25074;"29-Aug-04";"SPECIAL TODAY -- Conventiontown";"Presidential election; Republican convention; articles about NYC and the convention.";20
25078;"31-Aug-04";"Social Conservatives Wield Influence on Platform";"Presidential election; Republican convention; influence of social conservatives on platform.";20
23381;"1-Sep-04";"Hollinger Files Stinging Report On Ex-Officials";"Scandal at publishing company Hollinger International; report detailing extravagant corruption by top executives.";15
21736;"3-Sep-04";"As Florida Braces For 2nd Big Storm, The Flight Begins";"Second large hurricane's imminent arrival in Florida.";26
30158;"4-Sep-04";"Citing Higher Costs, U.S. Plans Record Rise in Medicare Premium";"Large increase in Medicare premium, independent of separate premium for prescription-drug coverage.";3
20686;"6-Sep-04";"2nd Hurricane Deepens Wounds in Stricken Florida";"Second 2004 Florida hurricane; cumulative effect on State.";26
6256;"7-Sep-04";"BUSH AND KERRY CLASH OVER IRAQ AND A TIMETABLE";"Presidential election; candidates' confrontation over Iraq and a possible timetable for troop withdrawal.";20
25093;"9-Sep-04";"Documents Suggest Guard Gave Bush Special Treatment";"Presidential election; Bush's National Guard service; first revelation.";20
7105;"10-Sep-04";"ARMY SAYS C.I.A. HID MORE IRAQIS THAN IT CLAIMED";"Iraq occupation; prisons; Army report claiming that many prisoners were held unreported at the request of the CIA.";16
17241;"12-Sep-04";"Rivers Run Black, and Chinese Die of Cancer";"Pollution, Factory Waste Kill Rural Chinese";19
26899;"14-Sep-04";"Bush's Record: New Priorities In Environment";"Presidential election; analysis of Bush's first term; environmental record.";7
6534;"15-Sep-04";"BOMBING KILLS 47 AT POLICE STATION IN IRAQI CAPITAL";"Iraq insurgency; high casualties of single bomb attack in Baghdad.";16
25098;"16-Sep-04";"Democrats Seek Louder Voice From Edwards";"Presidential election; Kerry campaign; calls for greater activity by Edwards.";20
30176;"18-Sep-04";"Tax Break Bringing Businesses, And Fraud, to the Virgin Islands";"Use of Virgin islands as tax haven.";15
25102;"19-Sep-04";"A Senate Race In Oklahoma Lifts the Right";"General election; Senate race in Oklahoma; Republican candidate's popularity among ideological right.";20
6258;"21-Sep-04";"In Harshest Critique Yet, Kerry Attacks Bush Over War in Iraq";"Presidential campaign; strong Kerry attack on Bush regarding Iraq.";20
25494;"22-Sep-04";"3 DeLay Aides Facing Charges In Fund-Raising";"Indictment of DeLay aides for violations of campaign finance law.";20
25110;"24-Sep-04";"Echoes of a 1972 Loss Haunt a 2004 Campaign";"Presidential election; profile of John Kerry.";20
30188;"25-Sep-04";"CALIFORNIA BACKS PLAN FOR BIG CUT IN CAR EMISSIONS";"California plan for large-scale cutbacks in greenhouse-gas emissions.";7
30192;"27-Sep-04";"Agencies Postpone Issuing New Rules As Election Nears";"Regulatory decisions being placed in limbo because of uncertainty over election outcome.";4
6887;"28-Sep-04";"F.B.I. SAID TO LAG ON TRANSLATIONS OF TERROR TAPES";"Continued difficulties of FBI in translating terrorist-related materials; inefficiency and loss of materials.";16
30197;"30-Sep-04";"I.B.M. EMPLOYEES GET $320 MILLION IN PENSION SUIT";"IBM agreeing to settlement in case where it was accused of discriminating against its older workers when changing pension plans.";5
6536;"1-Oct-04";"2 CAR BOMBINGS IN IRAQ KILL 41, MANY CHILDREN";"Iraq insurgency; bombing attack; many children among casualties.";16
21247;"3-Oct-04";"Artworks Rushed to Auctions As Houses Expect Heated Sales";"Fevered state of the art market upon imminent sale of famous pieces.";28
30204;"4-Oct-04";"SENTENCING TOPS JUSTICES' AGENDA AS TERM BEGINS";"Federal sentencing laws; Supreme Court to review key challenge.";12
20597;"5-Oct-04";"HONING HIS ATTACKS";"Presidential election; Bush attacks on Kerry's foreign-policy plans.";19
7314;"7-Oct-04";"U.S. REPORT FINDS IRAQIS ELIMINATED ILLICIT ARMS IN 90's";"Duelfer report on Iraqi WMD; conclusion that Iraq had destroyed weapons stockpiles and possesed only limited capacity to resume production.";16
7434;"8-Oct-04";"Pentagon Sets Steps to Retake Iraq Rebel Sites";"Iraq insurgency; general plans by Pentagon to re-take Iraqi cities still under insurgent control.";16
25132;"9-Oct-04";"Under Fire, Firing Back";"Presidential election; candidates' debate; analysis.";20
22449;"11-Oct-04";"Family Deaths Send Yankees Star Rivera Home";"Baseball; star player for the Yankees withdrawal because of death in the family.";29
30215;"12-Oct-04";"Columbus Day Hop";"Students on Columbus Day.";6
25138;"14-Oct-04";"After 3 Debates, Some Voters Remain on Fence";"Presidential election; voters that remain uncertain after final debate.";20
25142;"15-Oct-04";"Nader Emerging as the Threat Democrats Feared";"Presidential election; effect of Nader in drawing off votes from Democrat ticket.";20
30222;"16-Oct-04";"Importing Less Expensive Drugs Not Seen as Cure for U.S. Woes";"Prescription drug cost and availability in the U.S.; studies arguing that widespread importation from Canada would not be a solution.";3
25145;"18-Oct-04";"Battle for Control of Congress Plays Out in a Redrawn Texas";"General election; effect of DeLay Texas redistricting plan in endangering previously safe Democrat incumbents.";20
25147;"19-Oct-04";"POLL SHOWS TIE; CONCERNS CITED ON BOTH RIVALS";"Presidential election; polls showing tie.";20
22457;"21-Oct-04";"Back From Dead, Red Sox Bury Yanks and Go to Series";"Baseball; Red Sox.";29
22460;"22-Oct-04";"CARDINALS IN WORLD SERIES";"Baseball; Cardinals.";29
6889;"24-Oct-04";"Rebel Attacks Kill 18 Iraqis; G.I.'s Injured";"Iraq insurgency; attacks against American and allied Iraqi forces; casualties.";16
7315;"25-Oct-04";"Huge Cache of Explosives Vanished From Site in Iraq";"Iraq occupation; disappearance after fall of Saddam Hussein of 380 tons of explosive from known ammunition depot.";16
25158;"27-Oct-04";"As Voting Rolls Increase, So Do The Wild Cards";"Presidential election; uncertainty created by large numbers of new voters.";20
7318;"28-Oct-04";"Looters at Weapon Site";"Ammunition depot scandal; investigation into its looting";16
21250;"30-Oct-04";"Met Names Record Executive As Opera's General Manager";"Management of the NYC Metropolitan Opera; new manager appointed.";28
7437;"31-Oct-04";"In Iraq, U.S. Officials Cite Obstacles to Victory";"Iraq insurgency; military commanders' assessments of insurgent strategy and probability of U.S. success.";16
25170;"1-Nov-04";"In the Last Lap, Joking, Jockeying and Hiding the Sweat";"Presidential election; final days of campaigining.";20
25176;"3-Nov-04";"BUSH HOLDS LEAD";"Presidential election; report of Bush advantage in the polls.";20
7610;"5-Nov-04";"Iraqi Officials To Allow Vote By Expatriates";"Iraq democratization; general election; question of expatriate voting.";19
23596;"7-Nov-04";"Martian Robots, Taking Orders From a Manhattan Walk-Up";"Role of Manhattanites in writing commands for Mars rovers.";17
6550;"8-Nov-04";"Early Target Of Offensive Is a Hospital";"Iraq insurgency; Falluja assault; hospital as initial objective.";16
6553;"9-Nov-04";"U.S. Begins Main Assault in Falluja, Setting Off Street Fighting";"Iraq insurgency; assault on Falluja; start of main attack.";16
19109;"11-Nov-04";"ARAFAT DIES AT 75; NO SUCCESSOR SET; WEST BANK BURIAL";"Death of Yasser Arafat; lack of a formally-appointed successor.";19
6561;"13-Nov-04";"U.S. TROOPS SET FOR FINAL ATTACK ON FALLUJA FORCE";"Iraq insurgency; assault on Falluja; preparations for final attack.";16
19113;"14-Nov-04";"Israel, With U.S. Push, Moves To Bolster Palestinian Election";"Israel-Palestine; Israel role in encouraging moderate candidates for post-Arafat Palestinian election.";19
5907;"16-Nov-04";"Former G.I.'s, Ordered to War, Fight Not to Go";"Resistance by soldiers in Individual Ready Reserve to Iraq call-up.";16
30255;"17-Nov-04";"For Homeless Families in City, Stricter Rules and Quicker Aid";"Homeless assistance reform in NYC.";14
23039;"19-Nov-04";"Thanksgiving Behind The Wheel";"Training school for drivers of parade floats.";99
21624;"20-Nov-04";"Former Senator Is Ordered Back To His Jail Cell";"NYC scandal over early release of State Senator imprisoned for bribery; return to jail of former Senator.";24
26919;"21-Nov-04";"Seeking Solutions";"State of charity donations.";13
30262;"23-Nov-04";"Pushcart Vendors Gain Victory in a Labor Deal";"Settlement of suit by pushcart vendors against management for violating minimum-wage and hour laws.";5
30267;"24-Nov-04";"Con Ed to Pay $7.2 Million in Electrocution Case";"NY electricity company settlement over death by electrocution .";8
21255;"26-Nov-04";"Watch Where You're Going, Kermit!";"Macy's parade.";28
30272;"27-Nov-04";"Strings Attached: Givers and Colleges Clash on Spending";"University donations; disputes regarding use of donated money.";6
16949;"29-Nov-04";"IRAN BACKS AWAY FROM A DEMAND ON A-BOMB FUEL";"Iran nuclear program; back-down of Iran regarding demand for bomb-making radioactive material.";16
21256;"1-Dec-04";"Star Bright";"Christmas in NYC.";28
19116;"2-Dec-04";"Prisoner Enters Palestinian Race For New Leader";"Palestinian elections; jailed PLO leader's plans to run.";19
24005;"3-Dec-04";"BUSH SET TO NAME EX-HEAD OF POLICE FOR SECURITY POST";"Bush plan to appoint 9/11 NYC Police Comissioner as head of Homeland Security.";20
24007;"5-Dec-04";"For Kerik, a Blunt New Yorker, A Complex Washington Task";"Nomination of Kerik as head of Homeland Security; profile.";20
6577;"6-Dec-04";"WAVE OF VIOLENCE BY REBELS IN IRAQ KILLS 80 IN 3 DAYS";"Iraq insurgency; widespread insurgent attacks against Iraqi civilians; large number of casualties.";16
22471;"7-Dec-04";"Hurrying Toward Light and Warmth";"Rain and mist in NYC; photo.";29
30291;"9-Dec-04";"Groups Debate Slower Strategy On Gay Rights";"Debate within pro-gay marriage groups over whether success of ballot initiatives for bans on same-sex union should induce a more cautious strategy.";2
19182;"10-Dec-04";"Muslim Scholars Increasingly Debate Unholy War";"Debate among Islamic scholars regarding fundamentalist-insurgent violence in Iraq.";19
5710;"12-Dec-04";"New Spy Plan Said to Involve Satellite System";"Debate in Senate Intelligence Committee over costly spy-satellite system of dubious efficacy.";16
6806;"13-Dec-04";"A Hostile Land Foils the Quest for bin Laden";"CIA cites difficulty in capturing Bin Laden amidst tribal areas on Afghanistan-Pakistan border";16
21490;"15-Dec-04";"A Mayor Who Has Learned How to Kiss a Baby";"Improving political style of NYC Mayor Michael Bloomberg.";24
30304;"16-Dec-04";"Old-School Officers Swear By the Vanishing .38";"Decreasing use of revolver among police officers.";12
19014;"17-Dec-04";"DONORS CONSIDER LARGE RISE IN AID TO PALESTINIANS";"Israel-Palestine; donors' considering of an increase in aid to Palestinians if steps to peace accord are taken.";19
16843;"19-Dec-04";"Using Power, Losing Favor";"Putin's Russia; increasing doubts in U.S. regarding drive to centralization and government control; case of Yukos acquisition.";8
6580;"20-Dec-04";"AT LEAST 64 DEAD AS REBELS STRIKE IN 3 IRAQI CITIES";"Iraq insurgency; bomb attacks and casualties.";16
18193;"22-Dec-04";"Mining Giant Told It Put Toxic Vapors Into Indonesia's Air";"Scandal of American mining company's polluting practices in Indonesia; evidence that company was long aware of contamination with toxic wastes.";19
24265;"24-Dec-04";"Voting Problems in Ohio Spur Call for Overhaul";"Florida-like problems in Ohio balloting during election; call for reform.";20
30321;"25-Dec-04";"Program Coaxes Hospitals to See Treatments Under Their Noses";"Hospitals' regulation; federal program to induce hospitals not to omit simple life-saving procedures and to avoid unecessary high-value treatments.";3
18365;"27-Dec-04";"Thousands Die as Quake-Spawned Waves Crash Onto Coastlines Across Southern Asia";"Tsunami; first reports.";26
30325;"28-Dec-04";"That Line at the Ferrari Dealer? It's Bonus Season on Wall Street";"Visible consumption effects of disbursement of Wall Street executives' bonuses.";15
17158;"30-Dec-04";"It's About Aid, And an Image";"Tsunami's; Bush administrations view of opportunity for improved image from generous U.S. aid to stricken countries.";19
17160;"1-Jan-05";"U.S. VOWS BIG RISE IN AID FOR VICTIMS OF ASIAN DISASTER";"U.S. aid for tsunami relief";19
26930;"2-Jan-05";"Wall Street's Designs on '05? A Boom in Merger Activity";"Rise in mergers and acquisitions on Wall Street";15
7488;"4-Jan-05";"U.S. May Add Advisers to Aid Iraq's Military";"American military advisers needed to help struggling Iraqi police force";16
25502;"5-Jan-05";"After Retreat, G.O.P. Changes House Ethics Rule";"Tom DeLay corruption scandal; conflict between Republicans and Democrats";20
18387;"7-Jan-05";"Tsunami's Cruelest Toll: Sons and Daughters Lost";"Tsunami in Sri Lanka; child welfare and death rates";26
19118;"8-Jan-05";"Palestinian Ballot Presents Quandary for Hamas";"Politics and elections in Palestine; Hamas boycotting election";19
19120;"10-Jan-05";"ABBAS DECLARES VICTORY IN VOTE BY PALESTINIANS";"Palestinian presidential election results";19
23723;"11-Jan-05";"CBS DISMISSES 4 OVER BROADCAST ON BUSH SERVICE";"CSB fires journalists over pre-election Bush Vietnam service scandal";17
30339;"13-Jan-05";"U.S. Diet Guide Puts Emphasis On Weight Loss";"Federal government releases new nutritional guidelines for Americans";3
25467;"14-Jan-05";"For President and Close Friend, Forget the Politics";"Relationship between Bush and democratic friend";20
22478;"16-Jan-05";"A Fierce Investment, in Skates and Family Time";"Children's hockey";29
18284;"17-Jan-05";"Rebels Express Thanks for Aid To Indonesians";"Tsunami effects politics in Indonesian war zone; foreign aid welcomed by closed off province";19
30347;"18-Jan-05";"At 2 Ivy Campuses, Conflict Is Thriving";"Debate over relating performance in math and science to sex at Harvard";2
25665;"20-Jan-05";"Public Voicing Doubts on Iraq And the Economy, Poll Finds";"Public view of Bush administration; Iraq and social security";20
20400;"22-Jan-05";"Bush's Smiles Meet Some Frowns in Europe";"European diplomacy and European/American relations in Bush's second term";19
21264;"23-Jan-05";"Givenchy's Throne Sits Vacant As Young Stars Shun Big Labels";"Givenchy unable to find designer to take over company";28
21866;"25-Jan-05";"2 SUBWAY LINES CRIPPLED BY FIRE; LONG REPAIR SEEN";"Subway accident in New York City";27
7626;"26-Jan-05";"Iraqis Abroad Seem Reluctant";"Election in Iraq";19
7630;"28-Jan-05";"BUSH SAYS IRAQIS WILL WANT G.I.'S TO STAY TO HELP";"Bush announces that Iraq can order American troops out, but will want them to stay after election";16
7130;"29-Jan-05";"NOMINEE GAVE ADVICE TO C.I.A. ON TORTURE LAW";"Homeland security secretary gave C.I.A. legal advice on torturing terror suspects";16
7639;"31-Jan-05";"Defying Threats, Millions of Iraqis Flock to Polls";"Voter turnout in Iraqi election";19
25435;"2-Feb-05";"DEAN EMERGING AS LIKELY CHIEF FOR DEMOCRATS";"Howard Dean leader of the Democratic party";20
22484;"3-Feb-05";"For Patriots' Coach, War Is Won or Lost Before Game Begins";"Superbowl; football";29
30367;"5-Feb-05";"Owner of Garden Outbids Jets For Site of Proposed Stadium";"Madison Square Garden owner buying proposed New York Stadium";14
5715;"6-Feb-05";"U.S. Drops Criminal Investigation Of C.I.A. Antidrug Effort in Peru";"C.I.A. anti-drug Peru scandal investigation dropped by Justice Department";16
30374;"8-Feb-05";"The Big Picture May Seem Rosy, But the Deficit Is in the Details";"U.S. budget deficit in light of Bush's new budget plan";1
30379;"9-Feb-05";"New White House Estimate Lifts Drug Benefit Cost to $720 Billion";"Medicare drug benefit cost rises";3
19236;"11-Feb-05";"Darfur's Babies of Rape Are on Trial From Birth";"Genocide and rape in Sudan";19
30385;"12-Feb-05";"BUSH VOWS VETO OF ANY CUTBACK IN DRUG BENEFIT";"Bush announces to veto cutback on Medicare drug benefit";3
21269;"14-Feb-05";"In City of Excess, Saying 'Marry Me' Can Be a Spectacle";"Marriage Proposal styles in New York City";28
24019;"15-Feb-05";"After Lengthy Wait, Acting Head Of F.D.A. Is Picked to Be Leader";"Bush appoints head of Food and Drug Administration";20
30393;"17-Feb-05";"Cops' Favorite Target Thug, But Just Who Was the Guy?";"NYPD's model for target practice";12
25757;"18-Feb-05";"BUSH PICKS LONGTIME DIPLOMAT FOR NEW TOP INTELLIGENCE JOB";"Negroponte's appointment as Director of National Intelligence";20
25674;"20-Feb-05";"In Secretly Taped Conversations, Glimpses of the Future President";"Tapes reveal aspects of President Bush";20
18945;"21-Feb-05";"CABINET IN ISRAEL RATIFIES PULLOUT FROM GAZA STRIP";"Israeli  cabinet agrees to Israeli pull-out of Gaza Strip";19
30406;"23-Feb-05";"Justices Accept Case Weighing Assisted Suicide";"Supreme Court will hear physician assisted suicide case (federal gov't. vs. Oregon)";3
16954;"24-Feb-05";"BUSH MAY WEIGH USING INCENTIVES TO DISSUADE IRAN";"U.S. and EU strategize about preventing Iranian nuclear program";16
17832;"26-Feb-05";"Women's Voices Rise as Rwanda Reinvents Itself";"Women's Role in Rwanda";19
26952;"27-Feb-05";"After Years of Taunts and Clues, Arrest Is Made in Kansas Killings";"Kansas serial killer arrested after three decades of killings";12
26953;"1-Mar-05";"Speculators See Gold in a Boom In Home Prices";"Real estate investing and re-sale a booming business";14
7782;"2-Mar-05";"2 FROM TRIBUNAL FOR HUSSEIN CASE ARE ASSASSINATED";"Two members of tribunal in Saddam Hussein trial assassinated";16
30426;"4-Mar-05";"Strain Lingers For Canadians On Cattle Ban";"Mad cow disease in Canada continues to hurt cattle industry; trade with the U.S.";19
26959;"6-Mar-05";"Suspect in 10 Kansas Murders Lived an Intensely Ordinary Life";"Decades old Kansas murder case; life of the suspect";12
30432;"7-Mar-05";"Pfizer Stirs Concern With Plans To Sell Heart Drugs Only as Pair";"Pharmeceutical company to sell innovative new heart drug only with cholesterol medication";3
22622;"8-Mar-05";"Hans Bethe, A-Bomb Builder And Later Arms Foe, Dies at 98";"Death announcement for atomic bomb engineer";30
6591;"10-Mar-05";"Another Bombing in Baghdad, and Two Grisly Discoveries";"Insurgency attacks hotel in Baghdad, killing Iraqi policeman and wounding 30 Americans";16
26966;"11-Mar-05";"In Suicide Note, Bitter Plaintiff Says He Killed Judge's Family";"Suspect in Judge's family murder case committs suicide; white supremacy";12
26970;"13-Mar-05";"With Mayhem at Home, They Call a Parent Coach";"Family issues, child behavior and role of parents";12
23479;"14-Mar-05";"Ante Up at Dear Old Princeton: Online Poker as a College Major";"Online poker rises in popularity among college students";15
25299;"16-Mar-05";"A Longtime Pataki Confidant Is a Highly Paid Lobbyist, Too";"NY Gov. Pataki's adviser John O'Mara is also a high-paid lobbyist";20
21274;"17-Mar-05";"Starved for Hits, Producer Finds Hard Times on Street of Dreams";"Broadway producer hits hard financial times";28
30452;"19-Mar-05";"Despite Congress, Woman's Feeding Tube Is Removed";"Terri Schiavo's feeding tube is removed despite Congressional efforts to halt process";3
6040;"20-Mar-05";"States and Communities Battling Another Round of Base Closings";"planned military base closings spark community lobbying campaigns";16
22494;"22-Mar-05";"Jets and Rivals Increase Bids For Railyards";"NY Jets team bids against Cablevision to build football stadium";29
30468;"23-Mar-05";"More Help Wanted: Older Workers Please Apply";"Home Depot recruits older workers through incentives";5
30472;"24-Mar-05";"THE SCHIAVO CASE";"Terri Schiavo case";3
26982;"26-Mar-05";"Insurer Called Close to Cutting All Remaining Ties to Ex-Chief";"insurance giant under investigation cuts ties with former CEO";15
22765;"28-Mar-05";"Pope Makes an Easter Appearance";"Pope John Paul II appears for Easter despite illness";31
18396;"29-Mar-05";"POWERFUL QUAKE JOLTS THE SEABED NEAR INDONESIA";"underwater earthquake off west coast of Indonesia";26
22495;"30-Mar-05";"Medical Adviser for Baseball Lists Exaggerated Credentials";"medical adviser for Major League Baseball who testified before Congress in steroid hearings exaggerated credentials";29
5717;"1-Apr-05";"Final Verdict Is Still Elusive";"Case exploring faulty and inept intelligence on Iraq weapons of mass destruction";16
30488;"3-Apr-05";"Drug Makers Race to Cash In on Fight Against Fat";"Drug makers taking advantage of nationwide obesity and overweight levels";3
22779;"5-Apr-05";"Third World Is New Factor In Succession";"Third world countries now a force in question of Church leadership";31
26988;"7-Apr-05";"Morgan Stanley Already Feeling Wounds of War";"Internal split at Morgan Stanley";15
7658;"8-Apr-05";"Shiite Leader Named Iraq Premier To End 2 Months of Wrangling";"Shiite named as prime minister in Iraq after long deadlock";19
6902;"10-Apr-05";"Two Women Bound by Sports, War and Injuries";"Female soldiers injured in Iraq; human interest";16
30498;"12-Apr-05";"Videos Challenge Hundreds of Convention Arrests";"Video footage used in court casts a different light on some arrests";12
7324;"13-Apr-05";"U.S. Troops Get a Warm 'Thank You' From President Bush";"President Bush visits military fort in Texas for some public relations with troops";16
30503;"15-Apr-05";"Baby Strollers and Supermarkets Push Into the Financial District";"Residential numbers soar in one Manhattan district";14
7491;"16-Apr-05";"Security vs. Rebuilding: Kurdish Town Loses Out";"American rebuilding priorities in Iraq leave citizens without clean water";16
30510;"18-Apr-05";"AS STOCKS SLIDE, INVESTORS FOCUS ON EARNINGS DATA";"Big companies comment on the market plunge and the future of the economy";15
5977;"19-Apr-05";"The Navy's Fleet of Tomorrow Is Mired in Politics of Yesterday";"Navy can't afford to buy its own ships";16
30515;"21-Apr-05";"Inflation Fears Pummel Stocks; New Lows for '05";"Fears of inflation send the stock market even lower";15
21869;"23-Apr-05";"City Official Pleads Guilty In Ferry Crash";"Staten Island ferry crash legal proceedings";27
30522;"24-Apr-05";"Evidence in Vioxx Suits Shows Intervention by Merck Officials";"New evidence in that Merck's Vioxx was responsible for deaths";3
30524;"26-Apr-05";"Bush and Saudi Meet at Ranch To Discuss Oil";"Bush meets with Saudi Arabian Prince to discuss U.S. use of Saudi Arabian oil";8
18406;"27-Apr-05";"In Japan Crash, Time Obsession May Be Culprit";"Japanese emphasis on being on time may have caused train crash";19
30531;"28-Apr-05";"House Tightens Parental Rule For Abortions";"Congress passes a bill that limits abortion rights";2
30534;"30-Apr-05";"A Hand in Bush's Proposal";"Bush's social security plan";13
22626;"2-May-05";"Kenneth Clark, Who Helped End Segregation, Dies";"death of anti-segregation activist";30
30539;"3-May-05";"Air Ambulances Are Multiplying, And Costs Rise";"air ambulances are growing and expensive";3
26998;"5-May-05";"9 Weird Weeks: Prosecutor Rests In Jackson Case";"Michael Jackson child molestation trial";12
17777;"6-May-05";"Blair Wins Re-election, but His Hold Is Weakened";"Blair wins re-election";19
18182;"8-May-05";"Sri Lankan Maids' High Price for Foreign Jobs";"sri lankan women working abroad";19
19838;"9-May-05";"Case of Cuban Exile Could Test The U.S. Definition of Terrorist";"cuban exile accused of being a terrorist";19
17316;"11-May-05";"CHINA RULES OUT USING SANCTIONS ON NORTH KOREA";"China will not sanction North Korea for their nuclear program";19
24028;"12-May-05";"Bolton Asserts Independence On Intelligence";"new UN ambassador nomination";20
6043;"14-May-05";"For Shipyard and Region, Shock and Vow to Fight";"military base closings";16
30558;"16-May-05";"Life at the Top in America Isn't Just Better, It's Longer";"classism: upper class lives longer too";1
30560;"17-May-05";"Harvard Will Spend $50 Million To Make Faculty More Diverse";"Harvard investing money in increasing diversity among faculty";6
20633;"19-May-05";"English Are Hostile After a U.S. Soccer Takeover";"US businessman buys manchester united soccer team";29
30565;"20-May-05";"KOREANS REPORT EASE IN CLONING FOR STEM CELLS";"Korean study says cloning stem cells is easy";3
21872;"22-May-05";"4 Die in Plane Crash on Beach at Coney Island";"plane crash on coney island";10
7988;"23-May-05";"Rebel Iraq Cleric Hints He'll Shift To Political Path";"al-Sadr to enter politics";19
24251;"25-May-05";"Justice Choice Could Rekindle Filibuster Fight";"potential fight over a supreme court vacancy";20
18956;"26-May-05";"EUROPE GETS IRAN TO EXTEND FREEZE IN NUCLEAR WORK";"Iran to extend nuclear freeze";19
21286;"28-May-05";"With Irreverence and an iPod, Recreating the Museum Tour";"museum tours incorporating iPods";28
30583;"29-May-05";"HEALTH LEADERS SEEK CONSENSUS OVER UNINSURED";"Congress looks for solution to uninsured";3
30586;"31-May-05";"For Train Riders, Middle Seat Isn't the Center of Attention";"train riders avoid middle seat";10
23073;"1-Jun-05";"JUSTICES REJECT AUDITOR VERDICT IN ENRON SCANDAL";"Enron Scandal";15
17853;"3-Jun-05";"AIDS, Pregnancy and Poverty Trap Ever More African Girls";"Women in Africa";19
7159;"4-Jun-05";"Rights Group Defends Report";"Guantanamo Bay opposition";16
20296;"6-Jun-05";"SEPT. 11 PANELISTS SEEKING U.S. DATA ON TERROR RISKS";"Sept. 11th commission";16
30599;"7-Jun-05";"Limited Enforcement";"Medical use of marijuana, regulation of marijuana";3
30600;"9-Jun-05";"LIMIT FOR AWARD IN TOBACCO CASE SETS OFF PROTEST";"Justice dept decision to seek small sum from tobacco companies";3
30603;"10-Jun-05";"Lucrative Drug, Danger Signals And the F.D.A.";"Prescription drug's long history of trouble";3
30606;"12-Jun-05";"What Lifted Fifth-Grade Scores? Schools Say Lots of Hard Work";"Test scores rise in NYC";6
30611;"13-Jun-05";"Dark Days for the Fried Clam, a Summer Staple";"shortage of clams due to red tide";4
30613;"15-Jun-05";"Federal Push or Not, California Is Reining In Marijuana Clinics";"Medical marijuana in California";3
30619;"16-Jun-05";"Schiavo Autopsy Says Brain, Withered, Was Untreatable";"Schiavo autopsy";3
27012;"18-Jun-05";"MASTERCARD SAYS 40 MILLION FILES ARE PUT AT RISK";"Security breach at Mastercard";15
19132;"19-Jun-05";"IRAN MODERATE SAYS HARD-LINERS RIGGED ELECTION";"Elections in Iran";19
22802;"21-Jun-05";"Billy Graham Returns, to Find Evangelical Force in New York";"Billy Graham to speak in NYC";31
30629;"22-Jun-05";"Ex-Klansman Guilty of Manslaughter in 1964 Deaths";"1964 hate crime trial";2
6605;"24-Jun-05";"BOMBS PUMMEL CENTRAL BAGHDAD";"car bombs in Baghdad";19
27021;"25-Jun-05";"Arbitration Points to 10% Raise for City Police";"Salary disputes of NYPD";12
27022;"27-Jun-05";"Behind China's Bid for Unocal: A Costly Quest for Energy Control";"Chinese company bids for Unocal";15
30637;"28-Jun-05";"Justices Allow a Commandments Display, Bar Others";"Supreme Court ruling on Ten Commandments displays";2
27027;"30-Jun-05";"MORGAN REHIRING ITS EX-PRESIDENT";"John Mack to be elected as new President of Morgan Stanley";15
30641;"2-Jul-05";"O'Connor to Retire, Touching Off Battle Over Court";"Justice O'Connor annouces retirement";12
25815;"3-Jul-05";"Conservative Groups Rally Against Gonzales as Justice";"Potential Supreme Court nominee Gonzales faces opposition";20
6810;"4-Jul-05";"COMMANDO SAVED IN AFGHANISTAN";"Insurgency in Afghanistan, Navy Seal rescued";16
25514;"6-Jul-05";"For Lobbyist, a Seat of Power Came With a Plate";"Abramoff's dealings in Washington";20
27031;"7-Jul-05";"Brooklyn Plan Draws a Rival, And It's Smaller";"Development plan in Brooklyn";14
16844;"9-Jul-05";"M.T.A. Slow to Spend Money on Transit Security";"Security developments slow on MTA";10
19853;"11-Jul-05";"Inches at a Time, Crews Search For Bodies in a London Tunnel";"Crews still searching for bodies after bombings in London";19
5918;"12-Jul-05";"Evangelicals Are Growing Force In the Military Chaplain Corps";"Increasing number of Evangelicals in Military";16
27033;"14-Jul-05";"Financially Set, Grandparents Help Keep Families Afloat, Too";"Grandparents play important role in grandchildren's lives";12
17475;"16-Jul-05";"Ill-Secured Soviet Arms Depots Tempting Rebels and Terrorists";"Arms depots in former Soviet states left unwanted";19
27035;"17-Jul-05";"Housing Goes Frothy to Flat In Denver Area";"housing market sluggish in Denver";14
20462;"19-Jul-05";"U.S. to Broaden India's Access To Nuclear-Power Technology";"U.S. agrees to allow India to begin civilian nuclear program";19
25822;"20-Jul-05";"An Ultimate Capital Insider -- John Glover Roberts";"Supreme Court nominee John Roberts";20
25825;"21-Jul-05";"An Interview By, Not With, The President";"Background to Bush selection of John Roberts as nominee for Chief Justice.";20
21751;"23-Jul-05";"Ferocious Heat Maintains Grip Across the West";"Heat wave in the West.";26
19868;"25-Jul-05";"Day After Egypt Bombings, On Vacation, With Resolve";"Bomb attack in Egyptian resort; aftermath.";19
25829;"26-Jul-05";"SOME DOCUMENTS OF COURT CHOICE WILL BE RELEASED";"John Roberts nomination; release of some documents regarding Robert's service in government.";20
27040;"28-Jul-05";"M.T.A. Announces Big Surplus, With New Plan for West Side Site";"Budget surplus and building proposals of NYC Mass Transit Authority.";10
27041;"30-Jul-05";"Murdoch Son Leaves News Corp., Tossing Succession Into Question";"Resignation of heir-apparent to Murdoch media empire.";15
7992;"1-Aug-05";"IRAQIS PROMISING A CONSTITUTION BY THE DEADLINE";"Iraqi constitution deadlines";19
